,count,id,len,maior,menor,mean,median,predicted
1743,175,2461,100,2141295993,-2142086428,-14554400,-139911199,2
1744,175,2463,100,2130301172,-1962955521,118735566,45092299,1
1745,175,2464,100,2141062528,-2131618977,79643770,-8567584,2
1746,175,2465,100,2099813065,-2075020900,2706978,-271752152,2
1747,175,2467,100,2070866776,-2122641294,-11124040,39864757,2
1748,175,2469,100,2105623979,-2146816383,69983611,313051277,2
1749,175,2470,100,2131358081,-2147077793,-28451665,-125054102,1
1750,176,2471,100,2089497738,-1979420029,8974130,-45037615,1
1751,176,2474,100,2116349650,-2141699873,-90141427,-287134618,2
1752,176,2476,100,2106479668,-2117566910,31026746,179161641,2
1753,176,2478,100,2058931696,-2082230825,195018965,418694855,2
1754,176,2479,100,2125480068,-2066790098,-2660486,145695868,1
1755,176,2480,100,2126046321,-2147460590,-185195406,-241934871,1
1756,176,2481,100,2110231159,-2094966232,-164935460,-217304486,1
1757,176,2482,100,2097336187,-2146390806,-72372236,-194868143,1
1758,176,2486,100,2090899228,-2115128687,241078032,235669112,2
1759,176,2487,100,2109977989,-2119092406,-239338741,-423386850,1
1760,177,2488,100,2146227369,-2132148312,-91854909,-100590836,2
1761,177,2489,100,2119692002,-2106203333,-58968234,-122075342,1
1762,177,2490,100,2062798842,-2138637596,-11828454,194582161,1
1763,177,2491,100,2138749159,-2128888463,20601295,-45391248,2
1764,177,2494,100,2146678677,-2102421090,327158280,698208847,2
1765,177,2495,100,2010872229,-2134457219,-193044084,-109546390,2
1766,177,2498,100,2036797978,-2146894788,-156215235,-254240905,1
1767,177,2502,100,2083156784,-1936860274,100316750,-41739754,1
1768,177,2503,100,2128436855,-2128130276,19907758,133445241,1
1769,177,2504,100,2142108313,-2122012443,83006767,89272703,1
1770,178,2505,100,2066532695,-2114476954,-54553948,-196669342,1
1771,178,2506,100,2132291361,-2130872767,-123639038,-156107433,2
1772,178,2507,100,2123521681,-2118008160,88955006,167971225,1
1773,178,2510,100,2136940424,-2120519989,199881648,340998792,1
1774,178,2512,100,1997413921,-2093831987,663221,2522342,2
1775,178,2513,100,2100572097,-2143570468,-3592075,101420306,2
1776,178,2514,100,2117671732,-2140654800,-36504666,-167356645,2
1777,178,2515,100,2108672211,-2003641207,-48825224,-78515702,2
1778,178,2516,100,2011121687,-1944538756,351857,97776453,2
1779,178,2517,100,2090147232,-2114611608,-15990080,-88709593,1
1780,179,2518,100,2119861862,-2136211261,-164210706,-358313335,2
1781,179,2520,100,2048946743,-2130851016,-5304834,47826742,1
1782,179,2521,100,2010202132,-2130412079,-160212475,-284609192,2
1783,179,2522,100,2081100055,-2134223936,75717651,205298622,2
1784,179,2523,100,2111123003,-2109222929,-90896735,-262078814,2
1785,179,2525,100,2087668222,-2138343265,6030998,-21137625,1
1786,179,2526,100,2144399349,-2103039925,-24909786,-120568636,1
1787,179,2527,100,2111798558,-2033279217,113492634,232855613,1
1788,179,2530,100,2114801718,-2145652966,212114863,511224215,1
1789,179,2531,100,2140852252,-2095391776,-234939588,-422617830,2
1790,180,2533,100,2132070502,-2139916015,110357912,121645968,2
1791,180,2534,100,2095137237,-2134958572,48635077,85716270,1
1792,180,2535,100,2120505914,-2059469904,86643321,127009321,1
1793,180,2536,100,2087182421,-2114002327,62865976,36955193,1
1794,180,2537,100,2116777161,-2042243488,141827882,162776625,1
1795,180,2539,100,2112003630,-2074130935,58682782,27002175,2
1796,180,2540,100,2111866252,-2115726346,124299550,276651366,2
1797,180,2541,100,2107648896,-2134335538,-306592827,-554004100,2
1798,180,2544,100,2126868555,-2110129948,75967726,251803369,2
1799,180,2546,100,2108525339,-2118639748,141860892,433045435,2
1800,181,2547,100,2108021808,-2131077977,-46756080,-41139180,2
1801,181,2548,100,2095581984,-2135117545,-13408857,48447882,1
1802,181,2549,100,2115994067,-2138689734,-78792732,108872766,2
1803,181,2550,100,2089936092,-2143340916,-16143563,126812954,2
1804,181,2551,100,2095184844,-2115680501,-71249914,-94870081,1
1805,181,2552,100,2135504427,-2126065135,118079945,-19950469,1
1806,181,2554,100,2125860063,-2137638945,122645571,213321391,2
1807,181,2556,100,2090043139,-2146216537,-160713693,-207303301,1
1808,181,2557,100,2110804081,-2062525323,61388994,96499163,1
1809,181,2559,100,2104622755,-2118689322,-107920821,-81066983,2
1810,182,2560,100,2116550220,-2105176798,-23595496,51534935,1
1811,182,2561,100,2114536055,-2139845423,170671055,303211070,1
1812,182,2565,100,2133194398,-2120477572,-21550811,250750927,2
1813,182,2566,100,2116631466,-2146622116,18041812,19295144,2
1814,182,2567,100,2070501526,-2092988836,-50236410,-1787974,2
1815,182,2568,100,2144179668,-2037595207,-42785117,-23829128,2
1816,182,2571,100,2041275665,-2073245517,140639069,37622293,1
1817,182,2572,100,2022797860,-2139566695,-230277541,-255201368,1
1818,182,2573,100,2050016175,-1937805397,169693663,243116876,2
1819,182,2574,100,2118822115,-2105478291,54787931,50036366,2
1820,183,2575,100,2099768401,-2140948366,-143367592,-158649079,1
1821,183,2576,100,2024504723,-2097079608,-81900968,-4253980,2
1822,183,2577,100,2083200652,-2119674253,47920298,79475974,1
1823,183,2578,100,2129711190,-2128217328,-216882175,-280164303,1
1824,183,2579,100,2120754176,-2117556789,37424809,101239262,1
1825,183,2581,100,2107846149,-2128304954,67218068,203942459,1
1826,183,2582,100,2065357836,-1965342246,15028958,-111161517,1
1827,183,2583,100,2120781980,-2116200490,166990930,85383570,2
1828,183,2585,100,2124342704,-2146478029,-71622034,-141864401,1
1829,183,2586,100,2107746714,-2123109544,-215265892,-283436905,1
1830,184,2587,100,2081635589,-2121767245,-108806947,63751080,1
1831,184,2591,100,2142030411,-2114395423,8554064,-157305489,1
1832,184,2592,100,2140220352,-2104200011,-218056749,-310459165,1
1833,184,2593,100,2056110139,-2134610928,-17878987,6724591,2
1834,184,2594,100,2091859680,-2145903494,67917530,86155999,2
1835,184,2595,100,2146632058,-2145453602,227295336,292223070,2
1836,184,2596,100,2103106379,-2117913970,89397103,249105388,2
1837,184,2597,100,2058034431,-2133226480,-63627603,-156503838,2
1838,184,2600,100,2118517471,-2094717769,101635080,222523992,1
1839,184,2601,100,2139755252,-2063596493,137398131,262720971,1
1840,185,2602,100,2130555153,-2146718468,50417885,107294447,1
1841,185,2603,100,2126202105,-2131390904,113179084,201730530,1
1842,185,2604,100,2011569896,-2133901687,62924891,267672218,1
1843,185,2605,100,2088054735,-2085319354,-147559466,-327638020,2
1844,185,2606,100,2132366424,-2076003695,87284382,-50671345,1
1845,185,2607,100,2124325905,-1981804661,14772651,21169889,2
1846,185,2608,100,2042259191,-1981678731,177030760,277954561,1
1847,185,2610,100,2109434768,-2098098322,-72836535,-52194308,2
1848,185,2612,100,2131513265,-2128008848,166837954,275383013,1
1849,185,2613,100,2072717186,-2088986800,-65712021,-13539145,2
1850,186,2615,100,2054623693,-2112168198,-87473230,-190913011,2
1851,186,2616,100,2098932376,-2133863641,244012559,275817053,2
1852,186,2617,100,2098708757,-2100123026,30715186,179759835,2
1853,186,2621,100,2088024408,-2142219762,-44910408,-58414888,1
1854,186,2622,100,1995683482,-2111689843,-249814224,-403334210,2
1855,186,2624,100,2126713370,-2094781882,-234240628,-530407943,1
1856,186,2625,100,2100175995,-2129441048,-249316655,-309344057,2
1857,186,2626,100,2061186258,-2133465985,-99266631,-305164893,2
1858,186,2627,100,2117693232,-2133000341,-56786532,-185723990,2
1859,186,2628,100,2137374698,-2119191737,15085950,191631525,2
1860,187,2630,100,2144234154,-2113954125,160194559,234977569,2
1861,187,2631,100,2140708473,-2126094194,-179410022,-442893685,2
1862,187,2632,100,2119105776,-2138946018,94165993,213596211,2
1863,187,2635,100,2077208874,-2146713200,-117930376,-107258904,2
1864,187,2638,100,2125058452,-2146350501,-137640346,-305385599,2
1865,187,2639,100,1929857887,-2114181940,-206064586,-277197285,2
1866,187,2640,100,2135378466,-2127102465,84187085,23531699,2
1867,187,2641,100,2069837373,-2144293755,-20817938,65334743,2
1868,187,2642,100,2060143192,-2132187109,-108328444,-244161164,1
1869,187,2643,100,2137215229,-1819792496,168520801,77566201,1
1870,188,2644,100,2088871433,-2140116970,134887593,221113281,2
1871,188,2645,100,2119984328,-2076327065,140550257,160324576,2
1872,188,2647,100,2138706792,-2147441361,-86449965,-259238305,1
1873,188,2649,100,2130529585,-2081368043,21223299,56870430,2
1874,188,2650,100,2126401550,-2111316103,65312335,20265944,2
1875,188,2652,100,2123783597,-2014469209,176291640,254346149,2
1876,188,2653,100,2140783039,-2067139460,197364279,436546674,2
1877,188,2654,100,2079854969,-2108273199,-109450941,-172738842,2
1878,188,2655,100,2096597982,-2133694024,-161332509,-481943686,2
1879,188,2656,100,2104597857,-2101102965,-150760261,-190614387,1
1880,189,2657,100,2071989681,-2103279294,11807870,-27636337,1
1881,189,2658,100,2144301831,-2116824912,-42695616,-59310280,2
1882,189,2659,100,2101581284,-2073028947,176695381,438005733,2
1883,189,2660,100,1974388006,-2068101364,-161070813,-199168876,1
1884,189,2661,100,2132928093,-2142228529,238455854,233440536,2
1885,189,2662,100,2130809156,-2002016642,108038687,-58177322,1
1886,189,2663,100,2084100262,-2032276795,81824760,128813911,1
1887,189,2664,100,2139772076,-2131240046,-126770731,-166861923,2
1888,189,2666,100,2007955200,-2142664596,-137454863,-210403170,1
1889,189,2668,100,2091065599,-2116740627,153018986,337541380,2
1890,190,2670,100,2115918289,-2100028768,-44576173,-96990111,2
1891,190,2672,100,2115935305,-2129993649,149744052,551124466,1
1892,190,2673,100,2145612925,-2061768754,-39894610,-14990903,2
1893,190,2674,100,2130486170,-2117823159,92154003,50137873,1
1894,190,2675,100,2129320905,-2085114711,94360395,307101965,1
1895,190,2679,100,2031876111,-2074258662,209468314,240512753,2
1896,190,2681,100,2140039633,-2146135114,-191302044,-303657204,1
1897,190,2683,100,2129201523,-2140549325,85725795,298411503,1
1898,190,2684,100,2129587264,-2146593051,-179656421,-312183399,2
1899,190,2685,100,2114064462,-2127328242,-192041335,-298731728,1
1900,191,2689,100,2127197489,-2109423742,91199837,106739203,1
1901,191,2690,100,2068680310,-2127185121,-114996793,-180137655,2
1902,191,2691,100,2146647487,-2034985918,-36268710,-214369991,1
1903,191,2692,100,2137205692,-2121091254,98475665,247660643,2
1904,191,2693,100,2128326446,-2094770007,-128541048,-168741425,2
1905,191,2694,100,2095992849,-2106630739,159237503,224935274,2
1906,191,2695,100,2145383029,-2023550185,89620955,128133151,1
1907,191,2696,100,2125187279,-2109743241,-47672091,-122763119,1
1908,191,2697,100,2101259428,-2025288916,113489700,7425503,2
1909,191,2698,100,2136339833,-2121056743,28364679,165472510,1
1910,192,2699,100,2130897720,-2117747170,-199894319,-367090899,1
1911,192,2701,100,2131644891,-2127100024,218481521,368831314,2
1912,192,2702,100,2093803305,-2105490123,37938539,53197446,1
1913,192,2703,100,2110591716,-2117312565,-5547407,-15467974,1
1914,192,2704,100,2099262111,-2147237621,-119867208,-183595424,2
1915,192,2706,100,2056871959,-2111612520,-90994795,-52736940,2
1916,192,2707,100,2113775946,-2108842368,-99556170,-198631340,1
1917,192,2709,100,2120881664,-2139757456,180945511,328192636,1
1918,192,2711,100,2138092945,-2104305702,35981058,102564517,2
1919,192,2712,100,2115569477,-2093563665,-332725233,-478418173,1
1920,193,2714,100,2052354207,-2080539434,44101442,290900295,1
1921,193,2715,100,2147177562,-2139738606,40769411,174830962,2
1922,193,2718,100,2035714346,-2145651572,-42041593,-98248229,1
1923,193,2719,100,2089069987,-2004334108,147664065,329568992,2
1924,193,2720,100,2122654586,-2127097392,-66195462,179329916,1
1925,193,2721,100,2143313987,-2027952800,325364642,449449307,2
1926,193,2722,100,2110351867,-2055575344,132624242,-5986346,2
1927,193,2724,100,2025284572,-2028083774,111073376,66922105,2
1928,193,2725,100,2146942340,-2120318975,1982829,41766777,2
1929,193,2727,100,2141772770,-2105019243,109846325,108660814,2
1930,194,2730,100,2103931643,-2067380689,-66711386,-59456760,2
1931,194,2731,100,2145357589,-2146689492,-134076674,-262759828,1
1932,194,2732,100,2129866464,-2081463499,-46196029,-109963970,2
1933,194,2734,100,2108902575,-2076398429,33808860,46674845,1
1934,194,2735,100,2082502189,-2059219857,24982557,198514593,1
1935,194,2736,100,2140183222,-2091715627,-24990429,-162901620,2
1936,194,2738,100,2067741787,-2098209011,-75207276,-113905502,1
1937,194,2739,100,2143713940,-2118986891,-138620485,-84605600,2
1938,194,2742,100,2103883136,-2130242326,267719528,390657977,1
1939,194,2743,100,2042302633,-2067843755,-115987311,-45729441,2
1940,195,2744,100,2120387016,-2138496687,-119068828,-269992195,2
1941,195,2745,100,2115352893,-2098028378,173102434,152339947,2
1942,195,2746,100,2026321460,-2144720476,-92129095,-193357191,2
1943,195,2747,100,2138033420,-2141648977,142785015,137238805,2
1944,195,2748,100,2115971138,-2097093389,-42947341,84109546,2
1945,195,2749,100,2132821017,-2054658999,-76252429,-13477344,1
1946,195,2750,100,2105220371,-2141835390,-192705707,-266751850,2
1947,195,2752,100,2135442042,-2111793224,-30303982,-50269607,2
1948,195,2755,100,2108711773,-2084445252,-62419540,-86716788,2
1949,195,2756,100,2133804054,-2142629788,254489231,461032823,1
1950,196,2757,100,2059602688,-1964962631,71256487,130228796,2
1951,196,2758,100,2143787185,-2097505076,-14639879,-129445767,1
1952,196,2759,100,2145769843,-2123190425,69208727,-8248490,2
1953,196,2760,100,2132577310,-2117379491,69698022,53624546,1
1954,196,2762,100,2080407506,-2120699989,65997082,38833054,2
1955,196,2765,100,2135072495,-2115465884,188525076,251087402,2
1956,196,2766,100,2076805983,-2114133615,84894154,109888030,1
1957,196,2767,100,2141573348,-2081011861,180252079,256627866,1
1958,196,2768,100,2143422249,-2053039181,-7293742,10824330,2
1959,196,2769,100,2053368927,-2125909344,90102499,220019180,2
1960,197,2771,100,2137447009,-2144062577,234757077,357590023,1
1961,197,2772,100,2075768473,-2134016042,9590701,11177074,2
1962,197,2775,100,2131724827,-2134965015,169687123,259849804,2
1963,197,2777,100,2146229605,-2147315497,195954483,243179129,1
1964,197,2778,100,2141865401,-2116249130,11366684,152163372,2
1965,197,2779,100,2139927095,-2126977581,-153884757,-251302506,2
1966,197,2782,100,2130693506,-2139223265,62666403,63968714,2
1967,197,2783,100,2036998333,-2143832251,-19642837,66331791,2
1968,197,2786,100,2136712300,-2110146488,10353031,-31632317,1
1969,197,2787,100,2098311898,-2127445074,28009304,241450147,2
1970,198,2788,100,2147190833,-2109365846,98923081,113899774,1
1971,198,2789,100,2047689009,-2145972483,2497305,-35148430,1
1972,198,2793,100,2139499761,-2134418346,-20998980,-48512988,2
1973,198,2794,100,2108527453,-2132882664,-200680221,-210698199,2
1974,198,2797,100,2132826120,-1912158115,66766123,117398379,2
1975,198,2798,100,2133973969,-2142244893,85300789,36686344,2
1976,198,2799,100,2064167806,-2143205492,-22103681,-48095284,2
1977,198,2800,100,2119185861,-2132852700,-398446252,-464371239,1
1978,198,2801,100,2023678742,-2077722555,-236463965,-530528586,1
1979,198,2802,100,2084282957,-2026726214,98142167,124060738,2
1980,199,2803,100,2123320208,-2135846167,45854697,-99124135,2
1981,199,2804,100,2129258517,-2145223247,-99407452,-430349579,2
1982,199,2805,100,2120573023,-2124032197,80609011,213996930,1
1983,199,2806,100,2133772871,-2120110653,-38693724,87168166,2
1984,199,2807,100,2142661103,-2052747392,178278449,232901606,2
1985,199,2808,100,2125951413,-2136784023,-134262273,-90873528,2
1986,199,2810,100,2054024919,-2119850501,176269415,300874095,2
1987,199,2812,100,2140816931,-2144759381,39633226,135299611,2
1988,199,2813,100,2105899710,-2145887855,-61752330,-244610277,2
1989,199,2814,100,2136523011,-2075855483,-42454456,-97085441,1
1990,200,2816,100,2115742366,-2049780267,-38274837,46599338,2
1991,200,2817,100,2116636933,-2097849954,-82733648,-144385972,1
1992,200,2818,100,2142502660,-2103021968,182024847,208709336,2
1993,200,2819,100,2133999965,-2137901629,66943753,335215794,2
1994,200,2820,100,2126568833,-2118698056,-87679197,-126060486,1
1995,200,2821,100,2142590580,-2133891522,-39646099,49538073,2
1996,200,2822,100,2098726669,-2134869217,-419142641,-560912034,2
1997,200,2824,100,2106963502,-2128513828,-158227705,-328111701,1
1998,200,2825,100,2118595436,-2145382121,37918586,19082467,2
1999,200,2832,100,2108254328,-2141554716,245621578,376058443,1
2000,201,2833,100,2138306040,-1962613691,60061419,79119094,1
2001,201,2835,100,2134503583,-2135830055,-138167087,-159823888,2
2002,201,2836,100,2026352266,-2085007700,-54198541,-134251323,1
2003,201,2838,100,2143942589,-2143680382,-105015363,-91398458,2
2004,201,2840,100,2126088084,-2100304368,155911720,86707832,2
2005,201,2842,100,2109694944,-2139030312,125826835,225571070,2
2006,201,2843,100,1898849022,-2115005510,-144731734,-314256859,1
2007,201,2844,100,2089506478,-2122100601,-141073626,-217916323,2
2008,201,2845,100,2147357872,-2131380112,-10462328,-144789310,2
2009,201,2847,100,2117866362,-2120950803,-50553078,58805683,2
2010,202,2848,100,2117583050,-2135729663,28180721,-16001816,1
